order_id,user_id,account_age_days,order_value,user_avg_order_value,delivery_distance_km,order_hour,payment_method,gps_verified,address_verified,order_count_today,is_fake,rule_based_score
order_009808,user_6988,231,62710,68268,1.7,17,ewallet,True,True,1,False,0
order_019001,user_4237,335,65891,58585,1.7,15,ewallet,True,True,1,False,0
order_004339,user_6640,195,35725,43072,6.2,19,ewallet,True,True,1,False,0
order_010581,user_6361,174,69245,69366,5.1,19,credit,True,True,1,False,0
order_017329,user_5822,340,32658,32070,2.2,8,ewallet,True,True,3,False,0
order_022585,user_9202,130,65180,62579,6.9,20,ewallet,False,False,1,False,20
order_003629,user_5900,171,34289,29748,1.0,6,credit,True,True,3,False,0
order_007794,user_1227,36,43478,34013,7.0,13,ewallet,True,True,3,False,0
order_017690,user_4770,337,47009,38095,3.4,11,ewallet,True,True,3,False,0
order_010207,user_7890,90,33160,30924,1.0,18,ewallet,True,True,1,False,0
order_022157,user_2764,363,25515,18079,4.8,18,ewallet,True,True,2,False,0
order_015366,user_5524,299,28901,24638,1.2,19,ewallet,True,False,3,False,10
order_012158,user_6891,333,29411,30610,5.0,16,ewallet,True,True,2,False,0
order_005677,user_3829,136,25381,16931,7.5,9,cod,True,False,1,False,15
order_011035,user_1326,211,45962,41478,1.2,17,credit,True,True,3,False,0
order_015915,user_5778,211,64533,68701,7.3,8,credit,False,True,2,False,10
order_028845,user_17704,10,115152,26290,16.3,21,cod,False,False,7,True,85
order_022924,user_9234,241,51692,51088,1.9,8,ewallet,True,True,1,False,0
order_024229,user_10444,10,194151,30115,10.0,8,credit,True,False,4,True,45
order_008541,user_6697,116,57325,64172,2.8,17,ewallet,True,True,1,False,0
order_020842,user_8721,218,26941,29744,3.5,7,ewallet,True,True,1,False,0
order_007093,user_5003,313,72961,80787,2.6,22,ewallet,True,True,2,False,0
order_027225,user_10856,5,130285,22785,9.7,22,credit,True,False,4,True,55
order_020473,user_9050,305,66801,67780,1.5,20,credit,True,True,3,False,0
order_028677,user_17648,8,268159,38441,19.2,4,credit,False,False,8,True,95
order_008915,user_5028,293,36413,43784,2.2,8,ewallet,True,True,1,False,0
order_000845,user_7542,129,50996,42233,1.1,7,cod,True,True,1,False,5
order_024258,user_16815,0,222437,24314,15.1,3,cod,False,False,7,True,100
order_016595,user_4595,91,29569,22270,2.0,18,ewallet,True,True,3,False,0
order_016497,user_7892,125,30142,39337,6.0,20,credit,False,True,3,False,10
order_010031,user_9667,224,49842,48062,5.5,2,ewallet,True,True,3,False,15
order_017942,user_1044,195,38073,34809,2.2,3,credit,True,True,1,False,15
order_007666,user_6570,340,41366,46244,5.4,13,cod,True,True,2,False,5
order_006504,user_9242,94,55354,47961,5.5,21,credit,False,True,2,False,10
order_003398,user_4942,178,48146,49799,5.4,11,credit,False,True,3,False,10
order_025367,user_13411,14,263743,37880,9.9,0,cod,False,True,7,True,75
order_001399,user_4117,146,63484,59072,1.3,11,ewallet,True,False,3,False,10
order_008102,user_4798,60,29615,34001,6.9,16,credit,True,True,1,False,0
order_004218,user_3581,360,52943,56151,1.2,12,ewallet,True,True,2,False,0
order_028267,user_13699,4,245617,22540,16.5,15,cod,False,True,5,True,75
order_026267,user_14592,13,120963,21420,18.4,3,cod,True,False,6,True,90
order_007482,user_5048,321,37788,40283,6.2,20,ewallet,True,True,1,False,0
order_010323,user_7749,90,34434,43505,6.9,11,ewallet,True,True,1,False,0
order_013792,user_5149,103,72263,70471,7.5,17,ewallet,True,True,1,False,0
order_011509,user_2304,42,72069,67147,7.0,11,credit,True,True,2,False,0
order_016208,user_6854,162,72433,81463,1.9,18,ewallet,True,True,1,False,0
order_024564,user_13118,4,158196,38272,19.5,22,cod,False,False,9,True,95
order_008933,user_4776,104,55640,49754,4.1,16,credit,True,True,1,False,0
order_000796,user_3875,63,63545,57747,6.2,8,cod,False,True,2,False,15
order_008022,user_4866,135,59123,66409,7.7,21,ewallet,True,True,1,False,0
order_022167,user_3550,266,65421,60579,1.1,19,ewallet,True,True,2,False,0
order_007923,user_7287,146,68263,78242,3.4,17,ewallet,False,True,1,False,10
order_019028,user_8755,178,33595,39576,6.1,14,cod,True,True,3,False,5
order_023996,user_1963,255,42600,45647,2.4,13,credit,True,True,1,False,0
order_029461,user_12236,1,288332,26820,9.0,1,cod,False,False,5,True,85
order_006747,user_4589,188,60058,66259,4.3,17,ewallet,True,True,2,False,0
order_025689,user_14923,6,186557,24114,18.5,3,credit,False,True,9,True,95
order_006367,user_2819,286,26926,17031,4.1,11,ewallet,True,False,1,False,10
order_023295,user_6663,317,30758,31720,7.7,22,ewallet,False,True,2,False,10
order_028044,user_13597,9,246183,20735,11.7,5,cod,False,True,8,True,90
order_024629,user_14730,1,157179,23937,8.3,12,cod,False,False,9,True,80
order_023159,user_7215,51,63593,57563,5.2,5,ewallet,True,True,2,False,15
order_020512,user_2545,47,65086,62294,5.9,11,credit,True,True,2,False,0
order_009015,user_2994,320,63536,64749,2.2,5,ewallet,False,False,1,False,35
order_024914,user_18554,2,215986,35096,14.5,12,cod,False,False,6,True,95
order_019600,user_1386,46,52220,44394,5.4,7,ewallet,True,True,1,False,0
order_022077,user_9804,213,60813,67147,6.4,18,credit,True,True,1,False,0
order_016418,user_7495,124,53273,54152,7.8,12,credit,True,True,1,False,0
order_010990,user_4072,229,65082,70779,1.5,19,ewallet,True,True,3,False,0
order_016425,user_6453,195,49601,56141,5.0,18,ewallet,True,True,1,False,0
order_011118,user_8560,148,34948,35587,1.5,11,ewallet,False,True,1,False,10
order_024109,user_15789,1,204125,26234,8.6,20,cod,True,True,10,True,60
order_026033,user_11739,13,108430,28636,14.0,3,ewallet,False,False,10,True,95
order_004336,user_6834,61,45963,42269,3.0,20,credit,True,True,1,False,0
order_013954,user_7104,321,68584,71771,2.6,10,cod,True,True,3,False,5
order_004551,user_1507,146,45587,49149,4.7,15,credit,True,True,2,False,0
order_009898,user_8077,212,69984,65119,2.1,18,ewallet,True,True,3,False,0
order_003694,user_6246,234,62702,53152,1.1,0,ewallet,True,False,2,False,25
order_017156,user_9041,352,58266,57788,3.9,15,credit,False,True,2,False,10
order_008194,user_6108,92,49678,56042,5.7,2,credit,True,True,3,False,15
order_027550,user_18749,5,292721,29418,15.2,21,cod,False,False,5,True,85
order_020139,user_7304,147,68752,77000,3.5,18,cod,True,True,1,False,5
order_010330,user_9452,172,55161,59459,6.2,23,ewallet,True,True,1,False,15
order_021325,user_3237,289,32691,39815,3.9,12,credit,True,True,3,False,0
order_011399,user_3772,302,70238,67378,6.4,18,ewallet,True,True,3,False,0
order_014976,user_5048,119,32573,41519,6.8,16,credit,True,False,1,False,10
order_004611,user_1478,308,28468,26929,4.9,22,credit,False,True,3,False,10
order_014665,user_7128,84,50137,56677,7.2,19,ewallet,False,True,2,False,10
order_021194,user_6923,283,69071,74114,5.0,10,ewallet,True,True,2,False,0
order_021753,user_8661,81,39525,47425,3.4,18,cod,True,True,2,False,5
order_025328,user_19643,13,200139,33976,17.5,14,cod,False,False,7,True,85
order_028729,user_11934,7,260812,34242,15.4,8,cod,False,False,5,True,75
order_008730,user_1935,228,40366,40411,2.1,11,ewallet,True,True,1,False,0
order_028015,user_17920,9,272742,34326,19.1,9,cod,False,False,5,True,75
order_007651,user_6066,312,48917,52242,6.7,18,credit,True,True,1,False,0
order_004202,user_5360,183,59751,68600,7.9,2,ewallet,True,True,3,False,15
order_004192,user_6750,117,48676,51989,1.1,23,ewallet,True,True,1,False,15
order_011813,user_3497,361,27493,36473,1.3,6,credit,False,True,1,False,10
order_011450,user_8518,245,44328,46994,1.7,10,cod,True,True,1,False,5
order_009292,user_3680,40,59392,56143,4.6,21,ewallet,True,False,1,False,10
order_029980,user_19416,8,245967,36426,17.3,1,cod,False,False,8,True,100
order_008797,user_1572,118,28288,31416,4.6,15,ewallet,True,True,2,False,0
order_011828,user_4104,143,48520,45955,2.2,16,ewallet,True,False,1,False,10
order_003785,user_9623,222,57474,65114,3.6,10,credit,True,True,1,False,0
order_009677,user_6990,51,72836,68165,1.5,17,ewallet,True,False,1,False,10
order_011133,user_5855,207,50916,56825,3.6,2,credit,True,True,1,False,15
order_022559,user_3358,295,45280,35882,3.4,10,ewallet,True,True,1,False,0
order_009572,user_6119,212,28277,37215,3.0,15,ewallet,True,True,1,False,0
order_025779,user_15021,4,117791,37744,11.5,6,ewallet,True,True,7,True,70
order_026545,user_16559,1,109933,30780,13.9,22,cod,False,False,10,True,95
order_022534,user_7441,213,44619,37848,6.3,11,ewallet,True,True,1,False,0
order_012018,user_6614,309,59902,68504,5.6,12,ewallet,True,True,1,False,0
order_022691,user_5435,353,41329,43373,4.1,10,ewallet,True,True,1,False,0
order_026565,user_16941,4,198429,20369,12.1,0,credit,False,False,4,True,95
order_006518,user_4100,236,33539,32729,1.0,18,ewallet,True,True,2,False,0
order_005360,user_8423,137,46838,43534,2.4,20,ewallet,True,True,2,False,0
order_002910,user_5703,34,64413,56569,3.9,11,ewallet,True,True,1,False,0
order_014876,user_2900,80,30368,27236,6.5,9,ewallet,True,False,1,False,10
order_011390,user_5772,324,39870,45813,7.9,13,credit,False,True,1,False,10
order_021832,user_3348,158,45809,40933,4.9,0,credit,True,True,1,False,15
order_003417,user_8962,315,42684,34428,7.9,17,ewallet,True,True,1,False,0
order_021679,user_5124,297,25517,31939,7.1,23,cod,True,True,1,False,20
order_027164,user_15852,11,257841,27622,16.4,3,cod,True,False,4,True,80
order_028922,user_14445,13,137526,39772,8.7,3,cod,False,False,7,True,85
order_021765,user_4846,186,27947,35774,5.7,20,cod,True,True,1,False,5
order_011179,user_4952,185,55130,46860,5.0,11,cod,True,True,1,False,5
order_014602,user_4975,346,32816,27334,3.9,16,credit,True,False,2,False,10
order_000760,user_6656,362,51509,47973,7.2,6,ewallet,True,True,3,False,0
order_021201,user_6743,134,59746,64497,6.6,23,credit,True,True,2,False,15
order_007103,user_3982,192,49083,55013,4.6,6,ewallet,True,True,1,False,0
order_024921,user_15658,7,266524,20894,9.7,1,cod,False,False,9,True,85
order_001789,user_5933,99,44576,51954,7.8,10,ewallet,False,False,2,False,20
order_027546,user_16939,12,288295,34073,8.1,2,ewallet,True,True,9,True,60
order_026638,user_10043,0,241419,20440,13.3,5,cod,False,False,6,True,100
order_022156,user_7194,272,27683,26766,6.9,13,credit,True,True,1,False,0
order_023305,user_2450,337,36450,35331,1.3,13,credit,False,True,1,False,10
order_001351,user_4630,193,29781,26452,4.5,15,credit,True,True,3,False,0
order_014628,user_1808,45,60195,63570,5.9,8,ewallet,True,True,2,False,0
order_019409,user_4154,361,35201,39219,6.0,18,ewallet,True,True,1,False,0
order_024390,user_16726,1,270673,24462,13.6,21,cod,False,False,5,True,85
order_008623,user_9853,335,71700,63740,6.2,14,credit,True,True,1,False,0
order_025751,user_18697,8,185457,36687,14.3,23,cod,True,True,4,True,70
order_015992,user_5990,337,47866,49172,5.3,19,cod,True,True,3,False,5
order_019763,user_6325,285,25334,24438,7.8,20,ewallet,True,True,2,False,0
order_008317,user_3406,288,54935,56346,1.4,11,ewallet,True,True,2,False,0
order_026714,user_12934,0,216958,20081,15.6,7,cod,False,True,10,True,85
order_027899,user_17782,4,114486,27461,13.4,5,ewallet,False,True,4,True,85
order_002362,user_7010,289,35944,39969,4.2,8,ewallet,True,False,3,False,10
order_001403,user_5549,146,37448,43390,5.2,13,ewallet,False,True,2,False,10
order_025084,user_17582,11,193044,22359,18.9,2,cod,False,False,5,True,90
order_026891,user_18594,0,137526,22063,15.4,2,cod,False,False,6,True,100
order_015082,user_5659,115,56333,48207,5.2,18,ewallet,False,True,1,False,10
order_012724,user_2564,50,67110,72501,7.4,14,cod,False,True,1,False,15
order_017416,user_6145,34,60177,57182,6.8,23,ewallet,False,True,1,False,25
order_021704,user_6001,101,58075,56717,4.3,18,ewallet,True,False,1,False,10
order_025642,user_13259,9,202516,27633,13.7,21,cod,False,False,6,True,85
order_006425,user_1053,290,67902,66673,2.9,18,ewallet,False,True,3,False,10
order_000071,user_3068,356,74334,80419,1.7,0,ewallet,True,True,3,False,15
order_005508,user_8121,276,40474,32280,6.2,14,ewallet,True,True,2,False,0
order_018365,user_9890,86,44430,35060,1.3,7,ewallet,False,True,1,False,10
order_027624,user_16862,4,254379,38092,16.9,5,ewallet,False,True,7,True,95
order_001880,user_1017,257,32506,25482,6.6,19,ewallet,True,True,1,False,0
order_008289,user_5060,91,54083,48843,2.6,17,ewallet,False,True,2,False,10
order_021407,user_4737,363,52876,55410,7.2,6,ewallet,True,True,1,False,0
order_014742,user_9967,237,46238,44114,4.2,19,ewallet,True,True,3,False,0
order_021156,user_7848,313,63305,54355,3.7,13,cod,True,True,1,False,5
order_026081,user_14349,11,260327,20141,10.3,0,cod,True,False,4,True,80
order_010544,user_8428,279,50540,48248,4.5,11,credit,True,True,1,False,0
order_019270,user_6996,83,29486,37606,2.6,18,credit,True,True,1,False,0
order_004559,user_2690,97,32139,37378,3.7,5,ewallet,True,True,1,False,15
order_018412,user_3216,333,31535,37915,4.8,19,ewallet,False,True,1,False,10
order_023778,user_4321,73,58674,52008,4.1,20,credit,True,False,1,False,10
order_022480,user_1265,248,31176,27870,1.7,10,ewallet,True,True,2,False,0
order_005504,user_7352,199,35824,33358,4.4,0,ewallet,False,True,1,False,25
order_002207,user_8124,184,25182,28901,6.2,23,credit,True,True,1,False,15
order_001810,user_2701,293,29530,32517,4.1,14,ewallet,True,True,3,False,0
order_024280,user_14007,13,147129,25408,17.3,23,cod,False,False,10,True,100
order_016758,user_9623,63,48196,50241,4.4,11,ewallet,True,True,1,False,0
order_028140,user_12917,12,254554,34796,14.8,8,cod,False,False,4,True,75
order_028214,user_15180,14,194074,37900,12.2,23,cod,False,True,4,True,80
order_005100,user_3857,209,35490,30484,5.0,11,credit,True,True,3,False,0
order_017055,user_4839,99,73995,73017,1.2,11,ewallet,True,True,1,False,0
order_029702,user_16509,12,165398,24550,19.0,0,cod,True,True,6,True,80
order_002443,user_4243,106,48435,41475,1.8,17,ewallet,True,True,3,False,0
order_026269,user_19968,13,130867,24676,18.2,19,cod,False,False,5,True,75
order_013988,user_5144,340,70116,71762,1.2,13,ewallet,True,True,1,False,0
order_005124,user_4835,273,39165,32624,7.8,18,credit,True,True,1,False,0
order_002221,user_9733,167,45670,40173,2.9,9,credit,True,True,3,False,0
order_006246,user_4930,310,57314,51480,7.2,10,cod,True,True,1,False,5
order_018348,user_3391,152,33750,25313,7.8,3,credit,True,True,2,False,15
order_000223,user_1944,317,52045,55693,4.9,8,ewallet,True,True,3,False,0
order_012138,user_6120,202,64562,67043,5.1,23,credit,True,True,1,False,15
order_000656,user_8872,319,53578,52029,5.4,13,credit,True,True,2,False,0
order_017085,user_7655,225,31459,30127,2.5,19,credit,True,True,2,False,0
order_023210,user_2426,214,49437,46212,6.6,13,cod,True,True,3,False,5
order_019683,user_1352,266,58835,61283,3.8,10,credit,True,True,2,False,0
order_009238,user_3947,294,33083,37671,1.3,20,ewallet,True,True,1,False,0
order_000323,user_4657,331,36491,38889,3.1,17,ewallet,True,False,3,False,10
order_009998,user_3308,224,31279,27446,4.3,12,ewallet,True,True,1,False,0
order_013785,user_6044,320,34848,34769,4.0,21,credit,True,True,1,False,0
order_007785,user_8865,32,74149,84025,1.3,5,ewallet,True,False,2,False,25
order_005145,user_5172,115,55512,61961,6.2,9,credit,True,True,2,False,0
order_014921,user_5445,188,45287,37013,1.9,17,ewallet,True,True,1,False,0
order_021934,user_3573,193,73847,68046,6.8,16,credit,True,True,1,False,0
order_009376,user_1658,113,40615,40146,1.2,2,ewallet,False,True,3,False,25
order_008479,user_8073,289,35819,41588,7.0,21,ewallet,True,True,3,False,0
order_029710,user_12124,2,212083,25411,15.6,6,credit,False,False,8,True,90
order_017081,user_4044,81,38173,39675,5.1,7,credit,True,True,1,False,0
order_015145,user_2993,44,39475,45535,1.5,15,credit,True,True,3,False,0
order_006011,user_1755,330,62565,61058,5.6,13,ewallet,False,False,2,False,20
order_013450,user_5195,78,58509,58028,4.3,0,ewallet,True,True,2,False,15
order_009892,user_6630,108,35992,40422,4.4,23,ewallet,True,True,1,False,15
order_006456,user_8775,101,26775,18993,6.4,10,credit,True,True,1,False,0
order_005732,user_3712,315,59303,55958,5.9,18,ewallet,True,True,1,False,0
order_000370,user_2654,296,42693,52538,5.9,12,credit,True,True,1,False,0
order_020849,user_9817,200,64370,59983,1.3,6,cod,True,True,1,False,5
order_022821,user_8798,73,54450,46291,1.7,19,ewallet,True,True,2,False,0
order_004122,user_7047,74,55922,60084,2.7,9,ewallet,True,True,2,False,0
order_023950,user_4550,133,52874,43184,2.5,16,ewallet,True,True,1,False,0
order_008242,user_6414,269,72784,74828,2.9,7,ewallet,True,True,2,False,0
order_016074,user_7391,266,30793,28666,2.6,5,cod,False,False,1,False,40
order_025657,user_11921,10,190781,20148,9.1,20,ewallet,True,False,6,True,55
order_022415,user_8073,84,55751,47784,4.8,6,cod,True,True,1,False,5
order_009087,user_9876,128,73667,80370,7.4,12,ewallet,True,True,2,False,0
order_026949,user_15602,3,107387,31044,10.2,9,cod,False,False,5,True,85
order_001132,user_5576,79,40221,39964,4.5,5,ewallet,True,True,3,False,15
order_002266,user_3617,281,32864,41274,2.1,17,cod,True,True,1,False,5
order_006138,user_4727,38,54653,54233,7.4,17,ewallet,True,True,2,False,0
order_028834,user_17463,8,221126,35880,16.6,4,cod,False,True,8,True,90
order_005307,user_8010,122,37094,39585,4.0,10,credit,True,True,2,False,0
order_000374,user_5327,267,28282,21552,6.7,20,credit,True,True,1,False,0
order_004529,user_5650,89,28328,37079,3.8,18,credit,False,True,1,False,10
order_009470,user_9409,81,29495,36040,3.0,19,ewallet,False,False,3,False,20
order_022365,user_2251,129,46736,37963,4.4,11,ewallet,True,True,3,False,0
order_010647,user_3250,146,73327,67375,2.4,2,ewallet,False,True,1,False,25
order_025918,user_14977,5,246658,34992,19.6,0,cod,True,False,7,True,100
order_026314,user_12287,4,108667,30486,11.7,22,cod,False,False,5,True,85
order_008648,user_5400,236,29686,24078,7.5,8,ewallet,True,True,1,False,0
order_014305,user_9463,32,59682,52242,6.0,10,credit,True,True,1,False,0
order_020763,user_9111,47,26173,29595,6.1,11,credit,True,True,2,False,0
order_028820,user_14432,9,136098,31831,16.7,11,credit,False,False,8,True,80
order_005639,user_6148,71,68648,75485,5.3,16,ewallet,True,True,2,False,0
order_002076,user_2141,205,70689,78086,4.5,12,ewallet,False,True,2,False,10
order_014433,user_5005,183,56432,47104,7.7,15,ewallet,True,True,1,False,0
order_021472,user_7816,145,54971,59556,3.4,15,credit,False,True,1,False,10
order_027520,user_17000,6,250622,23562,10.7,22,cod,False,False,8,True,95
order_005964,user_5807,174,29340,37302,4.3,18,credit,True,False,2,False,10
order_027736,user_14780,3,187694,37903,19.9,1,credit,False,False,6,True,100
order_002917,user_3765,115,53264,48622,6.2,13,credit,True,True,2,False,0
order_012217,user_6019,298,33248,26189,2.8,21,credit,True,True,1,False,0
order_001419,user_2505,214,48401,49481,1.6,11,ewallet,True,True,1,False,0
order_013216,user_4622,146,69698,70655,1.1,11,cod,False,True,1,False,15
order_012940,user_5898,341,57153,56528,2.7,18,ewallet,False,True,2,False,10
order_011680,user_8535,202,56612,53474,5.3,17,credit,True,True,2,False,0
order_016840,user_1707,165,38038,45553,3.7,17,ewallet,True,True,1,False,0
order_026520,user_15172,14,235814,38397,18.5,3,credit,True,False,10,True,85
order_009921,user_1297,306,49579,55062,2.1,3,ewallet,True,True,1,False,15
order_027566,user_16634,8,188682,26658,18.6,22,cod,False,False,10,True,85
order_025051,user_10303,7,111394,26104,19.5,9,cod,False,False,8,True,85
order_018207,user_6339,248,56712,53793,3.1,11,ewallet,True,True,3,False,0
order_028346,user_11631,3,157180,24282,16.5,23,ewallet,False,True,7,True,95
order_000116,user_5941,264,67161,58181,1.4,13,ewallet,True,True,3,False,0
order_010036,user_1578,72,38414,41071,7.6,8,ewallet,True,True,1,False,0
order_020500,user_9769,182,30134,38154,1.1,17,ewallet,True,True,3,False,0
order_024706,user_16627,12,241016,25305,15.3,9,cod,False,False,9,True,85
order_022178,user_5477,80,61562,59754,6.8,17,ewallet,True,True,2,False,0
order_021402,user_6151,160,29126,34627,2.2,2,ewallet,True,True,2,False,15
order_017555,user_7296,105,33267,36983,2.7,7,credit,True,True,1,False,0
order_022281,user_6984,71,42469,32767,4.0,3,credit,False,True,1,False,25
order_010423,user_1950,311,43038,43305,1.1,10,credit,False,True,1,False,10
order_022917,user_9999,144,41504,51055,4.6,19,credit,True,True,1,False,0
order_028935,user_17421,13,213058,27260,17.6,4,cod,True,True,9,True,80
order_007064,user_4524,185,60638,58351,3.6,13,ewallet,True,True,3,False,0
order_017461,user_8096,229,26229,31429,7.7,21,ewallet,True,True,3,False,0
order_024609,user_12138,9,107864,20455,10.0,23,cod,False,False,6,True,85
order_021275,user_4796,196,43907,34567,6.0,17,ewallet,True,True,2,False,0
order_022943,user_5270,61,32406,25924,7.7,12,ewallet,True,True,2,False,0
order_020577,user_3603,243,62670,56868,6.7,12,credit,True,False,1,False,10
order_001555,user_3243,162,49876,44890,3.0,19,cod,False,True,1,False,15
order_016385,user_1593,288,49373,50978,4.1,17,ewallet,False,True,1,False,10
order_029741,user_14920,14,211138,26248,16.9,4,cod,True,True,9,True,80
order_025656,user_11234,4,250998,39647,11.3,22,cod,False,True,10,True,85
order_018578,user_4043,209,40758,41556,4.0,18,ewallet,True,True,3,False,0
order_021203,user_5680,137,31112,30991,2.7,1,ewallet,True,True,1,False,15
order_023976,user_7592,140,58670,52730,3.8,22,ewallet,True,True,3,False,0
order_022258,user_3853,311,29964,29910,1.3,11,credit,True,True,3,False,0
order_006264,user_8838,155,58767,58003,2.7,11,ewallet,True,False,2,False,10
order_000089,user_8935,206,46786,54871,6.3,12,cod,False,False,1,False,25
order_018388,user_2755,99,44588,47367,3.3,16,ewallet,True,True,1,False,0
order_021921,user_2894,197,74027,73139,2.0,21,cod,True,True,1,False,5
order_008961,user_6760,106,67553,61703,4.7,10,credit,True,True,2,False,0
order_014578,user_7336,337,35377,44701,2.8,14,ewallet,True,True,1,False,0
order_019238,user_7239,216,51616,50434,7.3,3,ewallet,False,True,1,False,25
order_016146,user_7359,185,39212,37425,3.2,20,ewallet,True,False,1,False,10
order_003071,user_5000,234,62064,64418,6.0,23,credit,False,True,3,False,25
order_008896,user_6389,261,30941,35924,2.6,19,credit,False,True,2,False,10
order_026833,user_10437,8,103257,39875,14.8,21,credit,False,True,5,True,50
order_015277,user_5972,323,72691,69904,1.2,18,ewallet,True,True,1,False,0
order_015106,user_2788,316,25791,21122,6.9,16,ewallet,True,True,2,False,0
order_021263,user_1879,171,39150,31729,3.5,17,credit,True,True,2,False,0
order_014002,user_5792,178,32385,26664,7.4,23,ewallet,True,True,2,False,15
order_012089,user_7679,53,59246,68922,7.7,12,ewallet,False,True,2,False,10
order_016900,user_9237,234,48266,42073,3.6,11,ewallet,False,True,1,False,10
order_018458,user_7662,355,60055,65647,6.3,12,credit,True,False,1,False,10
order_024392,user_13583,0,130045,27821,11.4,3,credit,True,True,6,True,85
order_000777,user_2970,302,36779,27400,2.9,9,credit,True,True,1,False,0
order_017826,user_6146,197,49252,45021,3.3,18,ewallet,True,True,2,False,0
order_017885,user_6677,61,34924,44336,2.9,8,credit,True,True,2,False,0
order_014453,user_7751,360,68002,60213,2.7,19,credit,True,True,3,False,0
order_000940,user_1834,224,51692,58894,3.1,16,ewallet,True,True,2,False,0
order_010398,user_5573,46,63375,60626,7.7,17,ewallet,True,True,1,False,0
order_014823,user_7416,262,26524,26276,4.6,14,credit,True,False,1,False,10
order_012293,user_6951,35,25346,28251,1.0,18,credit,True,True,1,False,0
order_025749,user_14404,7,260682,32190,15.7,10,ewallet,False,False,4,True,70
order_012038,user_2915,214,63427,72298,6.4,17,ewallet,True,True,2,False,0
order_019250,user_8510,208,61810,68061,6.5,6,credit,False,True,1,False,10
order_004398,user_1818,357,52705,59830,1.5,22,ewallet,False,True,2,False,10
order_012352,user_4900,315,47805,48130,3.4,15,ewallet,True,True,1,False,0
order_000612,user_2035,91,42949,37577,6.3,8,ewallet,True,True,2,False,0
order_000031,user_2697,98,42332,36114,7.2,18,ewallet,True,True,1,False,0
order_024993,user_15257,3,147020,31919,14.5,3,cod,True,False,6,True,100
order_025489,user_13367,11,225439,23774,15.9,5,cod,False,False,6,True,100
order_005044,user_3851,196,46558,37699,5.9,11,ewallet,False,True,2,False,10
order_003057,user_4449,59,54023,47229,6.6,19,ewallet,True,True,2,False,0
order_007173,user_8384,298,45538,38204,3.1,6,ewallet,False,True,2,False,10
order_007918,user_7396,352,45731,45701,3.4,10,credit,True,True,1,False,0
order_002175,user_7359,178,51494,49524,2.6,19,credit,True,True,1,False,0
order_012540,user_7989,271,68256,66126,1.9,11,cod,True,True,3,False,5
order_026143,user_16740,11,283930,27480,13.5,10,credit,False,False,4,True,70
order_002985,user_7128,112,39995,48592,7.9,13,credit,True,True,1,False,0
order_002208,user_1167,82,62030,57658,5.2,8,credit,False,True,3,False,10
order_000548,user_4396,345,52173,55740,1.3,11,credit,True,True,2,False,0
order_016614,user_2863,185,46578,36732,1.8,15,ewallet,True,False,1,False,10
order_011276,user_4686,209,66621,69436,2.7,9,credit,True,True,1,False,0
order_018013,user_9315,244,63699,58895,6.4,6,ewallet,True,False,3,False,10
order_000946,user_8769,133,59967,55002,1.3,9,ewallet,True,True,3,False,0
order_026820,user_13143,7,163430,24896,8.9,1,cod,False,False,9,True,85
order_024450,user_13879,11,187717,20260,19.6,4,cod,False,False,7,True,100
order_010469,user_4603,186,47977,45451,1.3,17,credit,True,True,3,False,0
order_013983,user_9257,162,40240,45856,6.9,1,ewallet,True,False,1,False,25
order_012310,user_4964,219,63187,57643,5.6,11,credit,True,False,3,False,10
order_008836,user_1129,173,35356,34759,1.1,19,ewallet,True,True,1,False,0
order_029805,user_19581,10,254843,24459,12.5,2,cod,True,False,5,True,80
order_003353,user_1119,221,40045,47480,2.5,17,ewallet,True,True,2,False,0
order_024440,user_13555,14,104725,22563,10.5,5,cod,False,False,5,True,90
order_001681,user_6437,263,62302,53557,1.2,8,ewallet,True,True,1,False,0
order_025777,user_12067,5,101012,38406,10.4,12,ewallet,False,False,5,True,70
order_001558,user_2291,148,28216,27276,3.2,18,credit,False,True,2,False,10
order_018319,user_9320,309,30476,38904,1.4,18,ewallet,True,True,3,False,0
order_010712,user_8899,356,51420,56827,3.5,5,ewallet,False,True,2,False,25
order_005864,user_8206,229,59247,60770,4.3,12,ewallet,True,True,3,False,0
order_012569,user_7529,138,73693,70146,3.1,14,credit,False,True,2,False,10
order_007730,user_6254,331,71031,72777,5.6,20,ewallet,False,True,2,False,10
order_019535,user_5471,42,35313,45229,3.6,16,credit,False,True,1,False,10
order_002699,user_1526,317,74103,83939,7.1,17,ewallet,True,True,1,False,0
order_004200,user_4034,290,29411,22295,7.0,18,credit,True,True,2,False,0
order_021756,user_5134,187,53677,59321,2.5,23,ewallet,True,True,3,False,15
order_029410,user_19844,4,275180,30869,13.4,19,cod,False,False,9,True,95
order_024614,user_18349,2,104340,33837,13.4,22,cod,False,False,4,True,85
order_005654,user_6655,341,54082,57559,3.2,7,ewallet,True,True,1,False,0
order_014049,user_9691,194,71693,80309,5.2,21,credit,True,True,1,False,0
order_020487,user_8296,298,39522,37196,1.1,15,ewallet,True,True,2,False,0
order_015830,user_7201,324,55786,63962,6.8,21,ewallet,True,True,2,False,0
order_023340,user_7148,163,52748,49436,7.3,9,ewallet,True,True,1,False,0
order_022446,user_3555,163,70010,69450,7.9,20,ewallet,True,True,2,False,0
order_008597,user_6505,292,55438,54078,4.2,18,ewallet,True,True,1,False,0
